text@ert1993f	@ert1993f	1593.87	1595.111	Да / мне очень хотелось //
text@ert1993f	@ert1993f	1597.954	1601.063	Всралась наша манифестация женской дружбы // 
text@ert1993f	@ert1993f	1601.701	1609.785	Давно не было такого / что // девчонки дружат / и делают реально прям // такой типа / ну я не знаю / знаете / манифест женской дружбы //
text@ert1993f	@ert1993f	1609.824	1686.757	Да на самом деле мне кажется / мы / настолько поменялись / и настолько у нас стало меняться // общество вокруг нас / ну то есть скажем / у Нюты оно было / просто оно // как-то / не знаю / усиливало что ли / там / дружбу с ней и тем временем / пока я там / с Женей / начала отношения строить / поэтому / очень сильно / другие стороны / стали расти / и это стало на самом деле большой проблемой в общении / потому что это все равно что // утрирую // жёсткого / там атеиста / учить тому как / знаешь / креститься и типа говоришь вот если ты покрестишься / у тебя в жизни всё сразу лучше станет / и ты такой // #вздыхает# // прими тот факт / что я просто атеист / не надо мне навязывать // и то есть вот какие-то такие вещи случались / которые ну вот // ну они никак не могли примиряться / даже при условии / что я была готова говорить опять же таки в лоб // но я... я очень хотела / чтобы она мне тоже в лоб сказала / не то что типа / да заткнись ты! / а типа сказать вот свою позицию // а она / то ли // боялась сказать что-то не то / боялась моей какой-то реакции / хотя я там типа / никогда на неё не орала // то есть / ну не знаю // мы очень мало на самом деле говорили / судя по тому / как решился наш исход / и мы очень мало говорили о каких-то очень важных темах // ну то есть мы просто весилилсь там / тусили / говорили о каких-то болезненных вещах / да переживали их вместе / ну вот // не знаю // 
text@ert1993f	@ert1993f	1688.789	1744.663	Да мы не поругались // ты знаешь / это много / много / много случаев / которые просто / на фоне того / что мы / настолько стали друг другу не интересны / они просто стали каждый раз поперёк горла // ну типа ты такой / блен / камон / это знаешь / это как // хм // вот по ощущениям это было всё равно что мы такая / знаешь / прекрасная пара / семейная / муж и жена / у нас... все родители нас любят / мамы все рады / наконец-таки эти чада нашли друг друга // все такие / господи / как здорово /  все на них... на нас так смотрят / думают / как же прекрасно // а мы такие // мы не хотим расстраивать их // но мы уже не хотим быть вместе / вот уже очень давно не хотим быть вместе // и ну просто уже существуем как вот такой тандем / чтоб поддерживать / знаешь / здоровье / счастье наших родителей / чтоб у них нервы  не... не... не трогались куда-то / чтоб всё было вот ровнячком / и это очень чувствовалось / а когда уже начинали // ммм // ну какие-то темы проскальзывать / знаешь это когда кто-то скажет какую-то херню // второй должен быть в ответе за неё //
text@ert1993f	@ert1993f	1746.926	1812.305	И я в такие моменты достаточно очень жёстко / и если / я думаю / что наверно / это то / что послужило вот / последними такими // ударами в фундамент / что типа раскрошило / а она не смогла меня / там / поставить на место или там / не знаю / в каком-то образе сказать что нет это не так / или поспорить за свою позицию / или просто высказать свою позицию / а я сказала / что так нехорошо // и меня / это были темы / которые меня очень сильно задели / и // всё / на этом мы такие // вот / да // то есть мы даже не кричали / не обзывали друг др... лучше бы это было // вот честно // я те честно говорю / меня мама постоянно называет говном // она назовёт / она поорёт на меня / хотя у меня мама вообще / прекрасная женщина / и уйдёт в другую сторону // Женя увидит / что я ся веду как говно / он скажет // ну ты говно / поржёт надо мной / поунижает там / говном ещё несколько раз назовёт / и я такая / а вот теперь мне смешно / я перестала быть злой / я / извините / даже плююсь ору / от смеха и на этом как бы конфликт завершается / то есть мне нужно как-то / ну // противобойство // противодействие какое-то / да / то есть / а когда молчат / ты такой знаешь типа / как будто наорал / а просто вот как сейчас громко говоришь / потому что эмоции / а другой человек молчит такой // по-моему / сейчас вот выглядело так / как будто я орала на тебя // 
text@ert1993f	@ert1993f	1812.642	1831.221	И тебе не говорят в ответ / что типа / да нет / ты просто громко говоришь // тебе такие // и ты думаешь // и ты начинаешь метаться типа / а мне прощения попросить? что-то? ну то есть потому что ну / ты себя чувствуешь отвратительно / и такой типа // я и поговорить не могу / поэмоционировать не могу // ну типа я просто / не то что тебе сейчас нужно //
text@ert1993f	@ert1993f	1834.084	1837.473	Ну каши там всякие какие-то такие тоже / перепитии пошли / я уже поняла что // 
text@ert1993f	@ert1993f	1838.463	1839.6	Хер с ним //
text@ert1993f	@ert1993f	1850.852	1905.189	Ну мы с Нютой очень много проводили время именно вместе / мы почти чуть ли не жили вместе / потому что она постоянно ко мне приезжала в гости // мы с ней через такие тяжёлые ситуации проходили и типа / морально очень друг друга поддерживали // то есть мы были в тот момент / когда нам очень нужен был человек / который нас поддержит / будет говорить да да да да да / всему говну которое мы нанесли дру другу / и // не знаю / мы такие были / знаешь / такие / я была / в каком-то наверное смысле фундаментом для неё / когда её шатало / она была для меня очень таким обволакивающим чем-то мягким таким добрым / когда меня ну прям шарашило всё со стороны вот зло / и я сама начинала просто прорастать какими-то шипами // вот это / оно было вот // а потом / когда я уже подлечила все свои раны / я уже была готова там её каких-то демонов убивать просто / она такая // подожди // подожди // типа давай ещё поговорим о моих демонах // и я такая // но я хочу их убить! давай мы их убьём / как моих! типа тебе тоже будет здорово / мы будем счастливы вместе и прочее //
